L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,0.25,0.6180339887498949,0.4487989505128276,0.75,1.4818367473324847,2.2076775764358407,0.7021078731025535,3,0.004893900918477494,[0.6504834747819855 0.0 0.0 0.0; 0.0 0.1189644805929891 -0.05157830841295818 -0.045189263756067945; 0.0 -0.05157830841295753 0.12916651100269932 -0.051535756563250254; 0.0 -0.0451892637560672 -0.05153575656325125 0.11900869173634396],[-0.16263126128187322 0.0 0.0 0.0; 0.0 -0.0035124583817993534 -0.0007768340689553059 -0.0008176096414532391; 0.0 -0.0007768340689553497 -0.005159657545854181 -0.0009774200746209367; 0.0 -0.0008176096414532092 -0.0009774200746209723 -0.003383076763411144],0.3
