L,J,Q,θ,ϕx,ϕy,T,χ
115,2.4,0.6180339887498949,0.4487989505128276,0.0,0.0,0.2329951810515372,[0.08537177546565174 -0.026320968352316083 0.0; -0.026320968352316287 0.08537177546566951 0.0; 0.0 0.0 0.36076488775766724]
