L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
35,0.75,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.001,[33.06429354850451 0.0 0.0 0.0; 0.0 8.084306634341065 -1.3347601157354094 -4.399368042933837; 0.0 -1.3347601157353328 8.084306634340933 -4.399368042933508; 0.0 -4.39936804293384 -4.399368042933505 12.58016400222259],0.3
