L,J,Q,θ,ϕx,ϕy,T,χ
115,2.2,0.6180339887498949,0.4487989505128276,0.0,0.0,0.4714866363457394,[0.07735076580557358 -0.016297688771561243 0.0; -0.01629768877155718 0.07735076580556535 0.0; 0.0 0.0 0.26173363828483404]
