L,J,Q,θ,ϕx,ϕy,T,χ
115,1.2,0.6180339887498949,0.4487989505128276,0.0,0.0,0.017575106248547922,[0.23011877262068467 -0.14742487085978512 0.0; -0.14742487085974043 0.23011877262074687 0.0; 0.0 0.0 1.2019696151826138]
