L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
35,0.0,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.001,[33.54694089487351 0.0 0.0 0.0; 0.0 15.146787434879602 -6.111484390343853 -6.1114843903435245; 0.0 -6.111484390343939 15.146787434879787 -6.111484390344067; 0.0 -6.1114843903432075 -6.111484390343299 15.146787434879446],0.3
