L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
35,0.5,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.001,[38.37448497560406 0.0 0.0 0.0; 0.0 11.3982265765163 -2.6718207453194083 -6.292788739334309; 0.0 -2.6718207453194074 11.398226576519383 -6.292788739334296; 0.0 -6.292788739334308 -6.292788739334296 16.402452243716247],0.3
