L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
35,1.0,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.001,[36.615444495274666 0.0 0.0 0.0; 0.0 6.779337668670092 -0.6935510703048141 -3.969195734630151; 0.0 -0.6935510703049119 6.779337668669808 -3.9691957346302815; 0.0 -3.9691957346301527 -3.969195734630278 11.886546815280928],0.3
