L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χswave,χdwave
13,0.25,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,10.0,0.02487497772701274,0.024934751923381113
