L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.2,0.6180339887498949,0.4487989505128276,0.625,3.229067569863798,0.3299713717630845,4.499184084023956,2,0.009236708571873866,[0.601100085990604 0.0 0.0; 0.0 0.17142213021252287 -0.14340670520866516; 0.0 -0.14340670520866164 0.1713411581154283],[-0.16541766230052707 0.0 0.0; 0.0 -0.02017853842854094 0.01251777030987641; 0.0 0.01251777030987658 -0.019932246080721354],0.3
