L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
35,2.0,0.6180339887498949,0.4487989505128276,4.4856804235524095,0.15556230263093182,1.1876192115999296,2,2.807216203941177,[0.08285958458290929 0.0 0.0; 0.0 0.03961628561474566 -0.001386495002453038; 0.0 -0.0013864950024532307 0.03957312861653377],[-0.07246496790914397 0.0 0.0; 0.0 -0.03159496253242611 0.0034148107016097576; 0.0 0.0034148107016095776 -0.031493459220343696],0.3
