L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.2,0.6180339887498949,0.4487989505128276,4.471964403030754,4.359706597246151,2.8899932201261898,2,0.017433288221999882,[0.5589288785893387 0.0 0.0; 0.0 0.18998936839841946 -0.17803606254738694; 0.0 -0.17803606254739007 0.18978210508922744],[-0.1851958570306632 0.0 0.0; 0.0 -0.036352046378692784 0.032360275567275734; 0.0 0.03236027556727545 -0.03580615881309358],0.3
