L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
35,2.0,0.6180339887498949,0.4487989505128276,5.892596583869425,4.473781307758901,3.078863032071292,2,0.002592943797404667,[1.733696909307966 0.0 0.0; 0.0 0.18168471873238212 -0.1165324725253789; 0.0 -0.11653247252538618 0.1815967175091086],[-0.2890309566465038 0.0 0.0; 0.0 -0.00019822921995896306 0.0001717852191095285; 0.0 0.00017178521910952537 -0.00011611984953656699],0.3
