L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,1.0,0.6180339887498949,0.4487989505128276,0.375,0.9080487978982934,6.045819004612462,5.895824398121898,2,0.006723357536499335,[0.505952909982038 0.0 0.0; 0.0 0.06747270848703438 -0.05559707714732321; 0.0 -0.05559707714732273 0.06742879899704603],[-0.07012569048872358 0.0 0.0; 0.0 -0.0048424965552624705 0.0036156412073196226; 0.0 0.0036156412073196404 -0.004641865016956517],0.3
