L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.7,0.6180339887498949,0.4487989505128276,0.4411764705882353,0.6402292625156705,3.4522164941781406,2.487652041625667,2,0.16102620275609392,[0.14679606084274355 0.0 0.0; 0.0 0.019628449343112184 -0.01627740044184854; 0.0 -0.016277400441848545 0.01971128093261753],[-0.12680406930909555 0.0 0.0; 0.0 -0.016751039780824054 0.013790782772089217; 0.0 0.013790782772089219 -0.016797942453220964],0.3
