L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,2.2,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.16102620275609392,[0.33111336705167255 0.0 0.0 0.0; 0.0 0.07834051243933046 -0.009418365163859799 -0.009754513446845766; 0.0 -0.00941836516385479 0.07821904876487595 -0.00947838559500254; 0.0 -0.009754513446849638 -0.009478385595001165 0.07760448678713544],[-0.09425860137661629 0.0 0.0 0.0; 0.0 -0.0026482296029636055 0.0005897695797366242 0.0007379415783996475; 0.0 0.000589769579736117 -0.0025240182737770816 0.0005452945588063304; 0.0 0.000737941578399361 0.0005452945588064578 -0.0025453095395490035],0.3
