L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,Λ,χ_dwave,dχdlogT_dwave,χ_pwave,dχdlogT_pwave
11,0.8,0.6180339887498949,0.4487989505128276,0.75,4.746388633579302,2.733867409478656,2.7877728154891153,3,0.01,0.3,[0.488980374272756 0.0 0.0 0.0; 0.0 0.03178417277115219 -0.011195590226138759 -0.008948598408703387; 0.0 -0.011195590226138755 0.039480155783079604 -0.02042183651418794; 0.0 -0.008948598408703375 -0.02042183651418804 0.03958490686766028],[-0.1552432359185334 0.0 0.0 0.0; 0.0 -0.004493967165845448 0.0013064053477020048 -0.0011810086268781049; 0.0 0.0013064053477020079 -0.006373825717507375 0.0028248238872253715; 0.0 -0.0011810086268781014 0.0028248238872253775 -0.00360630558006736],[-9.204681700482231e-18 0.0 0.0 0.0; 0.0 0.045376760324053377 -0.005892273589397853 -0.0034899276238180995; 0.0 -0.0058922735893978005 0.036546423226882126 0.0033813730968677283; 0.0 -0.0034899276238180873 0.0033813730968677274 0.0335769255633292],[3.3098806084597227e-18 0.0 0.0 0.0; 0.0 -0.005853219828480622 0.00014985170823097172 0.0009231173657670754; 0.0 0.00014985170823097563 -0.003527624993356578 0.0007713906066094961; 0.0 0.0009231173657670727 0.0007713906066094906 -0.0032280598668898704]
