L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
27,2.3333333333333335,0.6180339887498949,0.4487989505128276,6.283185307179586,6.283185307179586,0.0,3,3.0,1.0,4.190542507932637
