L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
30,2.6666666666666665,0.6180339887498949,0.4487989505128276,0.0,6.283185307179586,0.0,3,3.0,1.0,4.319984151563835
