L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
27,1.0,0.6180339887498949,0.4487989505128276,0.0,3.141592653589793,0.0,3,3.0,1.0,3.027729314855656
