L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,0.1,0.6180339887498949,0.4487989505128276,0.75,1.7725206084735208,0.6911405060171155,5.24499225696323,3,5.298316906283709,[0.0039514559172373126 0.0 0.0 0.0; 0.0 0.001648672861109205 -0.0007622436952704764 -0.000719598736448276; 0.0 -0.0007622436952704156 0.001650169894637768 -0.0007225339096160088; 0.0 -0.0007195987364482887 -0.0007225339096160473 0.0016272474144494377],[-0.003950807970813897 0.0 0.0 0.0; 0.0 -0.0016483912011515827 0.0007621006026338838 0.0007194874858805919; 0.0 0.0007621006026339184 -0.001649887392406756 0.00072242112889221; 0.0 0.0007194874858805981 0.000722421128892246 -0.0016269886904345427],0.3
