L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,Λ,χ_dwave,dχdlogT_dwave,χ_pwave,dχdlogT_pwave
23,0.7,0.6180339887498949,0.4487989505128276,0.75,5.808272770750444,4.044985611512306,3.6469407673988647,3,0.018329807108324356,0.3,[0.38167053667810363 0.0 0.0 0.0; 0.0 0.039233336494150416 -0.006012984720876283 -0.013640840614213324; 0.0 -0.006012984720876003 0.045121122375421194 -0.008091175182574161; 0.0 -0.013640840614213603 -0.008091175182574422 0.05035854814451153],[-0.12831536822740036 0.0 0.0 0.0; 0.0 -0.007002202070208078 0.0009734386042809667 0.0013881596574834868; 0.0 0.0009734386042809458 -0.012416020479719219 0.001355665910177638; 0.0 0.0013881596574835157 0.0013556659101777002 -0.01282703193390615],[4.82463752947662e-19 0.0 0.0 0.0; 0.0 0.05828816167355911 -0.016484069856787704 -0.008519972037133396; 0.0 -0.016484069856787596 0.04898332563298334 0.004541493126842662; 0.0 -0.008519972037132914 0.004541493126842778 0.049067368431709814],[2.1260850298666242e-18 0.0 0.0 0.0; 0.0 -0.013441955346531356 0.004550899837472657 0.001437574679297681; 0.0 0.004550899837472102 -0.010830463997894706 -0.0003827058643334212; 0.0 0.001437574679297691 -0.00038270586433344797 -0.010615570795456955]
