L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
23,0.75,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.002592943797404667,"[0.8843072219269186, 0.0, 0.0, 0.0, 0.0, 0.21880252136604045, -0.02962974096378304, -0.12205522601314162, 0.0, -0.02962974096378325, 0.21880252136604994, -0.1220552260131426, 0.0, -0.12205522601314155, -0.12205522601314271, 0.35389522745387025]",0.3
