L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
27,1.75,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,5.298316906283709,[1.237082691197226 0.0 0.0 0.0; 0.0 0.6089882492070966 -0.006488982735522055 -0.006679731000568037; 0.0 -0.0064889827355204726 0.6089882492070832 -0.0066797310005631315; 0.0 -0.006679731000567999 -0.006679731000563161 0.6124230356409421],0.3
