L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
27,3.0,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.0013738237958832624,[14.35441603041664 0.0 0.0 0.0; 0.0 2.221511146977223 -0.1314880893462435 -0.7256200015784907; 0.0 -0.13148808934624473 2.2215111469772517 -0.7256200015785067; 0.0 -0.7256200015784908 -0.7256200015785069 2.5160854976579126],0.3
