L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
31,1.5,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,5.298316906283709,[1.4249001515196773 0.0 0.0 0.0; 0.0 0.703771574135424 -0.007590941734104275 -0.007758978871026012; 0.0 -0.007590941734111078 0.7037715741354119 -0.007758978871025918; 0.0 -0.007758978871025993 -0.007758978871025937 0.70657226983788],0.3
