L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
27,2.5,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.5736152510448679,[5.5310070530366096 0.0 0.0 0.0; 0.0 1.742409141136994 -0.08718797503945508 -0.2887525617772631; 0.0 -0.08718797503945695 1.7424091411370142 -0.28875256177726144; 0.0 -0.2887525617772631 -0.2887525617772612 1.9740519462367192],0.3
