L,J,Q,θ,ϕx,ϕy,T,χ
105,1.0,0.6180339887498949,0.4487989505128276,0.0,0.0,0.028117686979742307,[0.23379964382574878 -0.14674520352344317 0.0; -0.14674520352349366 0.2337996438259062 0.0; 0.0 0.0 1.0221878370744]
