L,J,Q,θ,ϕx,ϕy,T,χ
115,2.4,0.6180339887498949,0.4487989505128276,0.0,0.0,0.37275937203149406,[0.07678733812153535 -0.018004412120358766 0.0; -0.01800441212035506 0.07678733812152985 0.0; 0.0 0.0 0.28673183769328375]
