L,J,Q,θ,ϕx,ϕy,T,χ
105,0.8,0.6180339887498949,0.4487989505128276,0.0,0.0,0.14563484775012436,[0.17536436879625783 -0.08532893500483668 0.0; -0.08532893500485177 0.175364368796234 0.0; 0.0 0.0 0.5491200148886766]
