L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,1.0,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,0.029763514416313176,[234.54605455000342 -142.339245256561 -0.08648397798282381; -142.33924525656096 234.546054550003 -0.0864839779915989; -0.04324198899141399 -0.04324198899579662 501.5398035041023]
