L,J,Q,θ,ϕx,ϕy,T,χ
115,0.4,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0001,[1.2882760475585728 -1.1846974560042642 0.0; -1.1846974560040335 1.2882760475585149 0.0; 0.0 0.0 3.2644938524909084]
