L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
27,0.0,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,2.807216203941177,"[0.08426211456746334, 0.0, 0.0, 0.0, 0.0, 0.0417829706917568, -0.0014475416660459162, -0.0014475416660388665, 0.0, -0.0014475416660464137, 0.041782970691870515, -0.0014475416661516498, 0.0, -0.001447541666038532, -0.0014475416661516723, 0.04178297069186415]",0.3
