L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,0.0,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,8.858667904100833e-5,[766.4916687422071 -659.127034192204 0.24999710569537162; -659.1270341922038 766.4916687422071 0.24999710569536424; 0.12499855284768528 0.12499855284768221 578.8609228092519]
