L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
23,1.5,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.30391953823131973,"[0.3017204929781597, 0.0, 0.0, 0.0, 0.0, 0.09705065427843, -0.009310935728928403, -0.024641352356221904, 0.0, -0.009310935728928393, 0.09705065427843233, -0.024641352356222286, 0.0, -0.024641352356221904, -0.0246413523562223, 0.11636124471422686]",0.3
