L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,2.0,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,2.3357214690901222,[46.976290097260424 -2.227400074537272 -2.1790487858552865e-8; -2.2274000745372717 46.97629009726043 -2.179035160296272e-8; -1.0895244313951363e-8 -1.0895175703035803e-8 51.152717093843236]
