L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,3.0,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,0.5455594781168519,[65.46154902316336 -10.717162223338331 -1.511621035565902e-7; -10.717162223338331 65.46154902316341 -1.5116235133061373e-7; -7.558105202809529e-8 -7.558117616490723e-8 117.31338421167791]
