L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,1.5,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,0.003359818286283781,[276.74418169035647 -195.80082904588363 -4.2494264015026015; -195.80082904588363 276.744181690357 -4.24942640151294; -2.1247132007513034 -2.124713200756474 1076.206919414333]
