L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
23,1.25,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.004893900918477494,[16.823193896009297 0.0 0.0 0.0; 0.0 3.425430682767281 -0.361934612842517 -1.4983337839392314; 0.0 -0.3619346128425135 3.4254306827673187 -1.4983337839391326; 0.0 -1.498333783939232 -1.4983337839391324 4.7865212938628625],0.3
