L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,Λ
23,2.75,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.5736152510448679,[4.538365349204172 0.0 0.0 0.0; 0.0 1.3834803968822929 -0.05666201241407911 -0.22108447239352383; 0.0 -0.05666201241407473 1.383480396882307 -0.22108447239352788; 0.0 -0.22108447239352394 -0.22108447239352788 1.5509254476844923],0.3
