L,J,Q,θ,ϕx,ϕy,symmetry,T,χ
23,1.4,0.6180339887498949,0.4487989505128276,0.0,0.0,d-wave,4.281332398719396e-5,[337.1265319749335 -253.62584866621714 -32.216717422876826; -253.6258486662171 337.12653197491284 -32.2167174220679; -16.10835871143842 -16.10835871103394 3120.6569348094677]
