L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
15,2.0689655172413794,0.6180339887498949,0.4487989505128276,1.5132778271191543,2.2723983689712295,4.326349357785769,3,0.2,0.75,3.2793232381049138,0.002826433237504121,0.0008472290723131878,false
