L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
20,0.5172413793103449,0.6180339887498949,0.4487989505128276,5.086325597038762,4.430587767899091,6.098547300005786,3,0.2,0.75,3.028750840823885,0.0003951330602981058,0.001078554045359827,false
