L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
25,4.551724137931035,0.6180339887498949,0.4487989505128276,1.6761053306896132,3.943922186740605,6.240525560285734,3,0.2,0.75,5.889636197298804,0.0289761247801276,0.00015132706290388364,false
