L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀,ipr_real,ipr_k
25,6.896551724137931,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,5.0,0.0,12.149393404779913,0.2481671166592958,0.00011270398994819599
