L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k
20,1.896551724137931,0.6180339887498949,0.4487989505128276,1.5757963267948965,3.241592653589793,3.1315926535897933,3,0.2,1.0,3.1190349837772144,0.0009009157156364209,0.00040533600669282745
