L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
25,2.2413793103448274,0.6180339887498949,0.4487989505128276,2.3522908936356637,6.1738480999452,0.6088762825553892,3,0.2,0.75,3.1864513067705036,0.0007077269564529705,0.00019245513296883696,false
