L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
15,5.0,0.6180339887498949,0.4487989505128276,0.3075683141038372,6.012100269209889,0.7192806397231924,3,0.2,0.75,6.746691166312688,0.2018662830182279,0.0005592722119015851,false
