L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k
25,1.0344827586206897,0.6180339887498949,0.4487989505128276,0.0,3.241592653589793,0.0,3,0.2,0.0,3.0340322742031836,0.00021736860184003612,0.0003143904306781977
