L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
15,3.4482758620689657,0.6180339887498949,0.4487989505128276,1.5982850949535905,0.23495937485355348,0.07119492365841723,3,0.2,0.75,4.215474138325704,0.0324829264708916,0.0007438796508256008,false
