L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
20,4.448275862068965,0.6180339887498949,0.4487989505128276,2.922658181886755,3.23152054074851,4.684694619043658,3,0.2,0.75,6.115243686360785,0.08044422039988267,0.00026666609738150817,false
