L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
27,0.1724137931034483,0.6180339887498949,0.4487989505128276,6.283185307179586,3.141592653589793,0.0,3,3.0,1.0,3.0311664798537117
