L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k
15,3.9655172413793105,0.6180339887498949,0.4487989505128276,0.0,3.241592653589793,0.0,3,0.2,1.0,4.304178975123267,0.024787637107178063,0.0006825212316722713
