L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k,disorder
20,4.586206896551724,0.6180339887498949,0.4487989505128276,3.28972912575536,5.547651957212554,3.1762811533707884,3,0.2,0.75,5.014267566339158,0.05979482525082062,0.0002663799672970093,false
