L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
18,1.5517241379310345,0.6180339887498949,0.4487989505128276,3.141592653589793,6.283185307179586,0.0,3,3.0,1.0,3.3333323363572545
