L,J,Q,θ,ϕx,ϕy,ϕz,ndims,ℓ,E₀,α₀
18,3.0,0.6180339887498949,0.4487989505128276,0.0,6.283185307179586,0.0,3,3.0,1.0,6.049561177090079
