L,J,Q,θ,ϕx,ϕy,ϕz,ndims,λ,E₀,α₀,ipr_real,ipr_k
25,0.6896551724137931,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.2,0.0,3.0316485140023017,0.00021410508032079892,0.000480524798898172
