L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.2,0.6180339887498949,0.4487989505128276,5.0719499452233645,4.972157876734834,4.031000049683043,2,0.03290344562312668,[0.43704198403855327 0.0 0.0; 0.0 0.148363982899054 -0.13842605000299485; 0.0 -0.13842605000299488 0.14834927960963504],[-0.18359019233742999 0.0 0.0; 0.0 -0.05264130435368109 0.04870750217981634; 0.0 0.04870750217981631 -0.052719652493799736],0.3
