L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.7,0.6180339887498949,0.4487989505128276,4.471964403030754,4.359706597246151,2.8899932201261898,2,0.06210169418915616,[0.35096346189298866 0.0 0.0; 0.0 0.059850454866771395 -0.05419277450509363; 0.0 -0.054192774505093654 0.05987385817113846],[-0.20824813463865754 0.0 0.0; 0.0 -0.02969129253550698 0.026029006916749576; 0.0 0.02602900691674953 -0.029695523656216694],0.3
