L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
15,0.2,0.6180339887498949,0.4487989505128276,0.0,0.0,0.0,3,0.001,[1.089629905776584 0.0 0.0 0.0; 0.0 0.3491074070658828 -0.08981349548968598 -0.10403212367447943; 0.0 -0.08981349548969067 0.3241157655606851 -0.06259542955072299; 0.0 -0.10403212367447319 -0.06259542955072377 0.3213626902710957],[-0.11855433020200508 0.0 0.0 0.0; 0.0 -0.010246633475424219 0.0006957944046953261 0.0019747170915389435; 0.0 0.0006957944046953317 -0.01199377805821168 -0.0041220156937865704; 0.0 0.0019747170915389747 -0.004122015693786551 -0.0027678882980736765],0.3
754894],0.3
