L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,0.4,0.6180339887498949,0.4487989505128276,0.75,5.898286875632164,2.2120676557336663,3.0137624604328344,3,0.06210169418915616,[0.23312924930039178 0.0 0.0 0.0; 0.0 0.05722656739062805 -0.021598951363474055 -0.027096656093597963; 0.0 -0.02159895136347483 0.05197065314500458 -0.022861729660295385; 0.0 -0.027096656093599254 -0.0228617296602961 0.05701776477609737],[-0.12448599509803426 0.0 0.0 0.0; 0.0 -0.026945311753282575 0.009091999640158737 0.012875810476078036; 0.0 0.00909199964015869 -0.02400403206215419 0.010833681047745524; 0.0 0.012875810476077757 0.010833681047745665 -0.026475080440466026],0.3
