L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,2.75,0.6180339887498949,0.4487989505128276,0.75,0.6332610369913497,5.1149981805603915,3.73563864994291,3,0.002592943797404667,[0.3966262639537886 0.0 0.0 0.0; 0.0 0.008238983881171055 -0.004696868152068642 -0.0027110557014098794; 0.0 -0.004696868152068657 0.0069075799649652965 -0.0008352833446809095; 0.0 -0.0027110557014098954 -0.0008352833446809078 0.005586593336580645],[-0.08249742323874411 0.0 0.0 0.0; 0.0 -3.076498361638304e-5 5.635328243961692e-5 -3.34740557029656e-5; 0.0 5.635328243961695e-5 -0.0001973490636377722 9.741453560159236e-5; 0.0 -3.347405570296746e-5 9.74145356015925e-5 -7.78782371214663e-5],0.3
-5],0.3
