L,J,Q,θ,μ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
23,1.0,0.6180339887498949,0.4487989505128276,0.75,3.7243559067752456,2.307825483945012,4.370919460559581,3,0.002592943797404667,[0.624360737672654 0.0 0.0 0.0; 0.0 0.03164917026010838 -0.008672183361580361 -0.01062646186674906; 0.0 -0.00867218336158089 0.03401973692173972 -0.002182599966537117; 0.0 -0.010626461866748895 -0.0021825999665371597 0.037293367958772396],[-0.1466595099245906 0.0 0.0 0.0; 0.0 -0.0024703123860138555 -0.0005008306812773018 0.00013399986899388468; 0.0 -0.0005008306812772999 -0.0037052825282221594 -0.001666922324714773; 0.0 0.00013399986899388286 -0.0016669223247147485 -0.003846210355357107],0.3
