L,J,Q,θ,ϕx,ϕy,ϕz,ndims,T,χ,dχdlogT,Λ
71,0.7,0.6180339887498949,0.4487989505128276,2.552598146004643,0.8989916554124286,0.15699716845863185,2,0.5736152510448679,[0.049342405836519006 0.0 0.0; 0.0 0.010292443040958927 -0.00972534198750653; 0.0 -0.009725341987506762 0.010318748675922102],[-0.048612962211787715 0.0 0.0; 0.0 -0.010035269595943608 0.009480633219848706; 0.0 0.009480633219849151 -0.01006054097213757],0.3
